ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20140000893,1,Dry,1
T20140000930,1,Dry,1
T20140000932,1,Dry,1
T20140000961,1,Dry,1
T20140000978,1,Dry,1
T20140000980,1,Dry,0
T20140000982,1,Dry,1
T20140000984,1,Dry,1
T20140000986,1,Dry,1
T20140001006,1,Dry,1
T20140001032,1,Dry,1
T20140001034,1,Dry,1
T20140001053,1,Dry,1
T20140001062,1,Dry,1
T20140001079,1,Dry,1
T20140001146,1,Dry,1
T20140001154,1,Dry,1
T20140001164,1,Dry,1
T20140001166,1,Dry,1
T20140001177,1,Dry,1
T20140001198,1,Dry,1
T20140001201,1,Dry,1
T20140001267,1,Dry,1
T20140001284,1,Dry,1
T20140001286,1,Dry,1
T20140001314,1,Dry,1
T20140001340,1,Dry,1
T20140001345,1,Dry,1
T20140001347,1,Dry,1
T20140001352,1,Dry,1
T20140001361,1,Dry,1
T20140001363,1,Dry,1
T20140001390,1,Dry,1
T20140001396,1,Dry,1
T20140001405,1,Dry,1
T20140001420,1,Dry,1
T20140001432,9,Unk.,1
T20140001449,1,Dry,1
T20140001451,9,Unk.,1
T20140001462,9,Unk.,1
T20140001472,1,Dry,1
T20140001473,1,Dry,1
T20140001475,1,Dry,1
T20140001479,1,Dry,1
T20140001483,1,Dry,1
T20140001489,1,Dry,1
T20140001496,1,Dry,1
T20140001500,1,Dry,1
T20140001522,1,Dry,1
T20140001524,1,Dry,1
T20140001549,2,Wet,1
T20140001578,1,Dry,1
T20140001585,1,Dry,1
T20140001600,1,Dry,1
T20140001604,1,Dry,1
T20140001618,1,Dry,1
T20140001632,1,Dry,1
T20140001638,1,Dry,1
T20140001644,1,Dry,1
T20140001647,1,Dry,1
T20140001662,1,Dry,1
T20140001677,1,Dry,1
T20140001684,1,Dry,1
T20140001703,1,Dry,1
T20140001713,1,Dry,1
T20140001715,1,Dry,0
T20140001736,1,Dry,1
T20140001751,1,Dry,1
T20140001758,1,Dry,1
T20140001781,1,Dry,1
T20140001796,1,Dry,1
T20140001809,1,Dry,1
T20140001822,1,Dry,1
T20140001851,1,Dry,1
T20140001853,1,Dry,1
T20140001861,1,Dry,1
T20140001863,1,Dry,1
T20140001895,1,Dry,1
T20140001903,1,Dry,1
T20140001916,1,Dry,1
T20140001930,1,Dry,1
T20140001940,1,Dry,1
T20140001942,1,Dry,1
T20140001963,1,Dry,1
T20140001965,1,Dry,1
T20140001977,1,Dry,1
T20140001979,1,Dry,1
T20140001985,1,Dry,1
T20140002001,1,Dry,1
T20140002003,1,Dry,1
T20140002048,1,Dry,1
T20140002083,1,Dry,1
T20140002098,1,Dry,1
T20140002103,1,Dry,1
T20140002125,1,Dry,1
T20140002133,1,Dry,1
T20140002135,1,Dry,1
T20140002154,1,Dry,1
T20140002156,1,Dry,1
T20140002169,1,Dry,1
T20140002196,1,Dry,1
T20140002216,1,Dry,1
T20140002226,1,Dry,1
T20140002242,1,Dry,1
T20140002257,9,Unk.,1
T20140002270,1,Dry,1
T20120013865,9,Unk.,1
T20120013883,1,Dry,1
T20120013894,1,Dry,1
T20120013911,1,Dry,1
T20120013918,1,Dry,1
T20120013928,1,Dry,1
T20120013943,1,Dry,1
T20120013948,2,Wet,1
T20120013957,1,Dry,1
T20120013967,1,Dry,1
T20120013998,1,Dry,1
T20120014019,1,Dry,1
T20120014029,1,Dry,1
T20120014039,1,Dry,1
T20120014046,2,Wet,1
T20120014076,1,Dry,1
T20120014110,2,Wet,1
T20120014115,1,Dry,1
T20120014133,2,Wet,1
T20120014138,2,Wet,1
T20120014153,1,Dry,1
T20120014167,2,Wet,1
T20120014183,9,Unk.,1
T20120014196,1,Dry,1
T20120014204,9,Unk.,1
T20120014216,1,Dry,1
T20120014237,1,Dry,1
T20120014313,2,Wet,1
T20120014347,2,Wet,1
T20120014372,2,Wet,1
T20120014379,2,Wet,1
T20120014386,2,Wet,1
T20120014395,2,Wet,1
T20120014415,2,Wet,1
T20120014425,2,Wet,1
T20120014440,1,Dry,1
T20120014507,1,Dry,1
T20120014561,1,Dry,0
T20120014615,1,Dry,1
T20120014620,1,Dry,1
T20120014660,1,Dry,1
T20120014663,9,Unk.,1
T20120014673,2,Wet,1
T20120014687,1,Dry,1
T20120014699,2,Wet,1
T20120014699,5,Icy,2
T20120014717,1,Dry,1
T20120014741,9,Unk.,1
T20120014746,1,Dry,1
T20120014752,1,Dry,1
T20120014762,2,Wet,1
T20120014783,1,Dry,1
T20120014804,1,Dry,1
T20120014813,1,Dry,2
T20120014813,2,Wet,1
T20120014832,1,Dry,1
T20120014839,1,Dry,1
T20120014868,1,Dry,1
T20120014875,1,Dry,1
T20120014888,1,Dry,1
T20120014893,1,Dry,1
T20120014904,1,Dry,1
T20120014927,1,Dry,1
T20120014935,1,Dry,1
T20120014945,2,Wet,1
T20120014957,1,Dry,1
T20120014969,1,Dry,1
T20120014977,1,Dry,1
T20120015025,1,Dry,1
T20120015059,1,Dry,1
T20120015078,1,Dry,1
T20120015102,5,Icy,1
T20120015123,1,Dry,1
T20120015136,1,Dry,1
T20120015163,2,Wet,1
T20120015163,3,Muddy,2
T20120015198,1,Dry,1
T20120015222,2,Wet,1
T20120015227,1,Dry,1
T20120015258,2,Wet,1
T20120015266,2,Wet,1
T20120015301,1,Dry,1
T20120015305,1,Dry,1
T20120015357,2,Wet,1
T20120015363,1,Dry,1
T20120015367,2,Wet,1
T20120015391,1,Dry,1
T20120015438,2,Wet,1
T20120015443,1,Dry,1
T20120015456,1,Dry,0
T20120015462,1,Dry,1
T20120015469,1,Dry,1
T20120015476,2,Wet,1
T20120015489,1,Dry,1
T20120015492,2,Wet,1
T20120015492,3,Muddy,2
T20120015519,1,Dry,0
T20120015552,1,Dry,1
T20120015569,1,Dry,1
T20120015583,1,Dry,1
T20120015591,9,Unk.,1
T20120015596,1,Dry,1
T20120015614,2,Wet,0
T20120015659,2,Wet,1
T20120015668,1,Dry,1
T20120015678,1,Dry,1
T20140002274,9,Unk.,1
T20140002289,1,Dry,0
T20140002319,1,Dry,1
T20140002325,1,Dry,1
T20140002363,1,Dry,1
T20140002383,1,Dry,1
T20140002430,1,Dry,1
T20140002436,1,Dry,1
T20140002486,1,Dry,1
T20140002519,1,Dry,1
T20140002543,1,Dry,1
T20140002565,9,Unk.,1
T20140002588,1,Dry,1
T20140002598,1,Dry,1
T20140002603,1,Dry,1
T20140002615,9,Unk.,1
T20140002617,9,Unk.,0
T20140002631,1,Dry,1
T20140002644,1,Dry,1
T20140002654,1,Dry,1
T20140002665,1,Dry,1
T20140002666,9,Unk.,1
T20140002675,1,Dry,1
T20140002684,9,Unk.,1
T20140002686,1,Dry,1
T20140002711,1,Dry,1
T20140002717,1,Dry,1
T20140002722,1,Dry,1
T20140002736,1,Dry,1
T20140002738,1,Dry,1
T20140002753,1,Dry,1
T20140002759,1,Dry,1
T20140002765,1,Dry,1
T20140002767,1,Dry,1
T20140002770,1,Dry,1
T20140002780,1,Dry,1
T20140002787,1,Dry,1
T20140002789,1,Dry,1
T20140002814,1,Dry,1
T20140002816,1,Dry,1
T20140002833,2,Wet,0
T20140002863,1,Dry,1
T20140002877,1,Dry,1
T20140002885,1,Dry,1
T20140002891,1,Dry,1
T20140002902,1,Dry,1
T20140002925,1,Dry,1
T20140002927,1,Dry,1
T20140002930,1,Dry,1
T20140002939,1,Dry,1
T20140002949,1,Dry,1
T20140002966,1,Dry,1
T20130007029,1,Dry,1
T20130007040,1,Dry,1
T20130007045,1,Dry,1
T20130007065,1,Dry,0
T20130007094,1,Dry,1
T20130007114,1,Dry,1
T20130007172,1,Dry,1
T20130007185,1,Dry,1
T20130007199,1,Dry,1
T20130007204,1,Dry,1
T20130007241,1,Dry,1
T20130007242,1,Dry,1
T20130007259,1,Dry,1
T20130007260,1,Dry,1
T20130007308,1,Dry,1
T20130007351,1,Dry,1
T20130007354,1,Dry,1
T20130007462,2,Wet,1
T20130007497,1,Dry,1
T20130007516,1,Dry,1
T20130007526,1,Dry,1
T20130007534,1,Dry,1
T20130007544,1,Dry,1
T20130007558,1,Dry,1
T20130007585,1,Dry,1
T20130007591,1,Dry,1
T20130007611,1,Dry,1
T20130007656,1,Dry,1
T20130007658,1,Dry,1
T20130007684,1,Dry,1
T20130007705,1,Dry,1
T20130007744,2,Wet,1
T20130007756,2,Wet,1
T20130007758,1,Dry,1
T20130007763,2,Wet,1
T20130007783,1,Dry,1
T20130007785,1,Dry,1
T20130007789,1,Dry,1
T20130007815,2,Wet,1
T20130007825,1,Dry,1
T20130007827,1,Dry,1
T20130007861,1,Dry,1
T20130007882,1,Dry,1
T20130007925,1,Dry,1
T20130007946,1,Dry,1
T20130007948,1,Dry,1
T20130007952,1,Dry,1
T20130007991,2,Wet,1
T20130008016,1,Dry,1
T20130008048,1,Dry,1
T20130008059,2,Wet,1
T20130008072,1,Dry,1
T20130008098,1,Dry,1
T20130008105,1,Dry,1
T20120015687,1,Dry,1
T20120015690,9,Unk.,1
T20120015708,1,Dry,1
T20120015722,1,Dry,1
T20120015728,1,Dry,1
T20120015731,1,Dry,1
T20120015743,1,Dry,1
T20120015763,3,Muddy,1
T20120015772,1,Dry,1
T20120015792,1,Dry,1
T20120015827,1,Dry,1
T20120015843,2,Wet,1
T20120015854,1,Dry,1
T20120015864,2,Wet,1
T20120015896,2,Wet,1
T20120015953,2,Wet,1
T20120015953,3,Muddy,2
T20120015968,1,Dry,1
T20120015976,1,Dry,1
T20120015984,1,Dry,1
T20120015988,1,Dry,1
T20120016016,1,Dry,1
T20120016034,2,Wet,1
T20120016041,1,Dry,1
T20120016056,2,Wet,1
T20120016071,1,Dry,1
T20120016092,2,Wet,1
T20120016093,1,Dry,1
T20120016106,1,Dry,1
T20120016113,1,Dry,1
T20120016136,1,Dry,1
T20120016149,1,Dry,1
T20120016154,1,Dry,1
T20120016171,1,Dry,1
T20120016178,2,Wet,1
T20120016193,2,Wet,1
T20120016205,1,Dry,1
T20120016224,2,Wet,1
T20120016242,1,Dry,1
T20120016306,1,Dry,1
T20120016314,3,Muddy,1
T20120016325,1,Dry,1
T20120016330,1,Dry,1
T20120016346,1,Dry,1
T20120016360,1,Dry,1
T20120016371,9,Unk.,0
T20120016400,1,Dry,1
T20120016414,1,Dry,1
T20120016459,1,Dry,1
T20120016465,1,Dry,1
T20120016474,1,Dry,1
T20120016479,1,Dry,1
T20130007055,1,Dry,1
T20130007066,9,Unk.,1
T20130007082,1,Dry,0
T20130007089,1,Dry,1
T20130007109,1,Dry,1
T20130007115,1,Dry,1
T20130007131,1,Dry,1
T20130007143,1,Dry,1
T20130007150,1,Dry,1
T20130007160,1,Dry,1
T20130007169,1,Dry,1
T20130007186,1,Dry,1
T20130007190,1,Dry,1
T20130007237,1,Dry,1
T20130007243,2,Wet,1
T20130007251,1,Dry,1
T20130007256,1,Dry,1
T20130007261,1,Dry,1
T20130007268,1,Dry,1
T20130007276,1,Dry,1
T20130007300,1,Dry,1
T20130007317,1,Dry,1
T20130007323,1,Dry,1
T20130007333,1,Dry,1
T20130007337,1,Dry,1
T20130007340,1,Dry,1
T20130007345,1,Dry,1
T20130007353,1,Dry,1
T20130007360,1,Dry,1
T20130007365,1,Dry,1
T20130007373,1,Dry,1
T20130007377,1,Dry,1
T20130007386,1,Dry,1
T20130007394,1,Dry,1
T20130007416,1,Dry,1
T20130007437,1,Dry,1
T20130007457,9,Unk.,1
T20130007460,2,Wet,1
T20130007463,1,Dry,1
T20130007474,1,Dry,1
T20130007477,1,Dry,1
T20130007483,1,Dry,1
T20130007535,1,Dry,1
T20130007559,1,Dry,1
T20130007564,1,Dry,1
T20130007586,2,Wet,1
T20130007632,1,Dry,1
T20130007668,1,Dry,1
T20130007669,1,Dry,1
T20130007695,2,Wet,1
T20130007706,1,Dry,1
T20130007736,1,Dry,1
T20130007757,2,Wet,1
T20130007760,2,Wet,1
T20130007043,1,Dry,1
T20130007051,9,Unk.,1
T20130007063,1,Dry,1
T20130007100,1,Dry,1
T20130007118,1,Dry,1
T20130007120,1,Dry,1
T20130007125,1,Dry,0
T20130007167,1,Dry,1
T20130007170,1,Dry,1
T20130007189,1,Dry,0
T20130007201,1,Dry,1
T20130007225,1,Dry,1
T20130007271,1,Dry,1
T20130007281,1,Dry,1
T20130007283,1,Dry,1
T20130007310,1,Dry,1
T20130007313,1,Dry,1
T20130007346,1,Dry,1
T20130007348,1,Dry,1
T20130007367,1,Dry,1
T20130007370,1,Dry,1
T20130007382,1,Dry,1
T20130007398,1,Dry,1
T20130007411,1,Dry,1
T20130007421,1,Dry,1
T20130007471,2,Wet,1
T20130007471,3,Muddy,2
T20130007493,1,Dry,1
T20130007548,1,Dry,1
T20130007554,1,Dry,1
T20130007556,1,Dry,1
T20130007581,1,Dry,1
T20130007583,1,Dry,1
T20130007605,1,Dry,1
T20130007652,1,Dry,1
T20130007654,1,Dry,1
T20130007670,1,Dry,1
T20130007682,1,Dry,1
T20130007688,1,Dry,1
T20130007691,1,Dry,1
T20130007701,2,Wet,1
T20130007709,1,Dry,0
T20130007732,1,Dry,1
T20130007734,2,Wet,1
T20130007780,1,Dry,1
T20130007795,1,Dry,1
T20130007797,1,Dry,1
T20130007821,9,Unk.,1
T20130007831,1,Dry,1
T20130007833,1,Dry,1
T20130007849,2,Wet,1
T20130007856,2,Wet,1
T20130007895,1,Dry,1
T20130007908,1,Dry,1
T20130007912,1,Dry,1
T20130007929,1,Dry,1
T20130007935,2,Wet,1
T20130007937,2,Wet,1
T20130007942,1,Dry,1
T20130007956,1,Dry,1
T20130007958,1,Dry,1
T20130007961,9,Unk.,1
T20130007997,1,Dry,1
T20130008021,1,Dry,1
T20130008055,1,Dry,1
T20130008076,1,Dry,1
T20130008089,1,Dry,1
T20130008103,1,Dry,1
T20130008116,1,Dry,1
T20130008118,1,Dry,0
T20130008134,1,Dry,1
T20130008136,9,Unk.,1
T20130008140,1,Dry,0
T20130008159,1,Dry,1
T20130008174,1,Dry,1
T20130008208,1,Dry,1
T20130008211,1,Dry,1
T20130008213,1,Dry,1
T20130008245,1,Dry,1
T20130008260,1,Dry,1
T20130008262,1,Dry,1
T20130008279,1,Dry,1
T20130008291,1,Dry,1
T20130008368,2,Wet,1
T20130008386,1,Dry,1
T20130008390,1,Dry,1
T20130008392,1,Dry,1
T20130008410,1,Dry,1
T20130008437,1,Dry,1
T20130008439,1,Dry,1
T20130008457,1,Dry,1
T20130008459,9,Unk.,1
T20130008461,1,Dry,1
T20130008491,1,Dry,1
T20130008516,1,Dry,1
T20130008537,2,Wet,1
T20130008540,2,Wet,1
T20130008571,2,Wet,1
T20130008587,1,Dry,1
T20130008616,1,Dry,1
T20130008621,1,Dry,1
T20130008646,1,Dry,1
T20130008654,1,Dry,1
T20130008656,1,Dry,1
T20130008722,1,Dry,1
T20130008724,1,Dry,1
T20130008126,1,Dry,1
T20130008146,1,Dry,1
T20130008153,1,Dry,1
T20130008155,1,Dry,1
T20130008163,1,Dry,1
T20130008178,1,Dry,1
T20130008190,1,Dry,1
T20130008204,1,Dry,1
T20130008226,1,Dry,1
T20130008234,1,Dry,1
T20130008282,2,Wet,1
T20130008294,1,Dry,1
T20130008300,9,Unk.,1
T20130008302,1,Dry,1
T20130008306,2,Wet,1
T20130008314,2,Wet,1
T20130008322,1,Dry,1
T20130008338,1,Dry,0
T20130008349,1,Dry,1
T20130008359,2,Wet,1
T20130008393,1,Dry,1
T20130008412,9,Unk.,1
T20130008418,1,Dry,1
T20130008424,1,Dry,1
T20130008453,2,Wet,1
T20130008455,9,Unk.,1
T20130008471,1,Dry,1
T20130008488,2,Wet,1
T20130008496,1,Dry,1
T20130008502,2,Wet,1
T20130008504,2,Wet,1
T20130008509,2,Wet,1
T20130008512,2,Wet,1
T20130008518,2,Wet,1
T20130008539,1,Dry,1
T20130008567,1,Dry,1
T20130008577,1,Dry,1
T20130008582,2,Wet,1
T20130008583,1,Dry,1
T20130008631,1,Dry,1
T20130008665,1,Dry,1
T20130008673,1,Dry,1
T20130008684,1,Dry,1
T20130008703,1,Dry,1
T20130008719,1,Dry,1
T20130008720,1,Dry,1
T20130008734,1,Dry,1
T20130008748,1,Dry,1
T20130008760,1,Dry,1
T20130008767,1,Dry,1
T20130008776,2,Wet,1
T20130008785,1,Dry,1
T20130008807,1,Dry,1
T20130008812,1,Dry,1
T20130008814,1,Dry,1
T20130008824,1,Dry,1
T20130008848,1,Dry,1
T20130008850,1,Dry,1
T20130008857,1,Dry,1
T20130008859,1,Dry,1
T20130008865,1,Dry,1
T20130008881,1,Dry,1
T20130008883,1,Dry,1
T20130008894,1,Dry,1
T20130008896,1,Dry,1
T20130008922,1,Dry,1
T20130008939,1,Dry,1
T20130008963,1,Dry,1
T20130008978,1,Dry,1
T20130009014,1,Dry,1
T20130009016,2,Wet,1
T20130009071,1,Dry,1
T20130009084,1,Dry,1
T20130009103,1,Dry,1
T20130009127,1,Dry,1
T20130009138,1,Dry,1
T20130009142,1,Dry,1
T20130009152,1,Dry,1
T20130009154,1,Dry,1
T20130009169,1,Dry,1
T20130009190,1,Dry,0
T20130009231,1,Dry,1
T20130009280,1,Dry,1
T20130009292,2,Wet,1
T20130009299,1,Dry,1
T20130009319,1,Dry,1
T20130009341,1,Dry,1
T20130009377,1,Dry,1
T20130009379,1,Dry,1
T20130009413,1,Dry,1
T20130009415,2,Wet,1
T20130009438,1,Dry,1
T20130009440,1,Dry,1
T20130009454,1,Dry,1
T20130009456,2,Wet,1
T20130009461,1,Dry,1
T20130009463,9,Unk.,1
T20120013940,1,Dry,1
T20120013942,1,Dry,1
T20120013966,1,Dry,1
T20120013981,1,Dry,1
T20120013983,2,Wet,1
T20120014047,2,Wet,1
T20120014051,1,Dry,1
T20120014053,2,Wet,1
T20120014116,1,Dry,1
T20130007824,1,Dry,1
T20130007830,1,Dry,1
T20130007845,2,Wet,1
T20130007881,1,Dry,1
T20130007883,1,Dry,1
T20130007930,1,Dry,1
T20130007977,2,Wet,1
T20130007993,1,Dry,1
T20130008001,2,Wet,1
T20130008047,1,Dry,1
T20130008063,1,Dry,1
T20130008070,1,Dry,1
T20130008079,1,Dry,1
T20130008104,2,Wet,1
T20130008119,2,Wet,1
T20130008152,2,Wet,1
T20130008170,1,Dry,0
T20130008177,1,Dry,1
T20130008184,1,Dry,1
T20130008187,1,Dry,1
T20130008195,1,Dry,1
T20130008231,1,Dry,1
T20130008241,1,Dry,1
T20130008258,1,Dry,1
T20130008264,1,Dry,1
T20130008274,1,Dry,1
T20130008351,2,Wet,1
T20130008358,2,Wet,1
T20130008375,1,Dry,1
T20130008396,1,Dry,1
T20130008425,2,Wet,1
T20130008432,1,Dry,1
T20130008440,1,Dry,0
T20130008454,1,Dry,1
T20130008464,9,Unk.,1
T20130008472,9,Unk.,1
T20130008489,2,Wet,1
T20130008517,2,Wet,1
T20130008526,2,Wet,1
T20130008546,9,Unk.,1
T20130008550,1,Dry,1
T20130008557,1,Dry,1
T20130008566,2,Wet,1
T20130008574,1,Dry,1
T20130008590,1,Dry,1
T20130008623,1,Dry,1
T20130008632,1,Dry,1
T20130008661,1,Dry,1
T20130008670,1,Dry,1
T20130008697,1,Dry,1
T20130008735,1,Dry,1
T20130008740,1,Dry,1
T20130008747,1,Dry,1
T20130008768,1,Dry,1
T20130008775,1,Dry,1
T20130008804,1,Dry,1
T20130008815,2,Wet,1
T20130008836,2,Wet,1
T20130008870,1,Dry,1
T20130008880,1,Dry,1
T20130008897,1,Dry,1
T20130008904,1,Dry,1
T20130008915,2,Wet,1
T20130008925,9,Unk.,1
T20130008956,1,Dry,1
T20130008966,1,Dry,1
T20130008972,1,Dry,1
T20130009013,1,Dry,1
T20130009057,1,Dry,1
T20130009064,1,Dry,1
T20130009121,1,Dry,1
T20130009124,1,Dry,1
T20130009132,1,Dry,1
T20130009143,1,Dry,1
T20130009149,1,Dry,1
T20130009155,2,Wet,1
T20130009163,1,Dry,1
T20130009172,1,Dry,1
T20130009184,1,Dry,1
T20130009212,1,Dry,1
T20130009243,1,Dry,1
T20130009256,1,Dry,1
T20130009260,1,Dry,1
T20130009310,1,Dry,1
T20130009346,1,Dry,1
T20130009349,1,Dry,1
T20130009386,1,Dry,1
T20130009409,1,Dry,1
T20130009414,2,Wet,1
T20130009420,2,Wet,1
T20130009429,1,Dry,1
T20130009430,1,Dry,1
T20130009455,1,Dry,1
T20130009469,1,Dry,1
T20130009472,1,Dry,1
T20130009492,1,Dry,0
T20130009506,1,Dry,1
T20130009515,1,Dry,1
T20130009517,1,Dry,1
T20130009540,1,Dry,1
T20130009547,1,Dry,1
T20130009557,1,Dry,1
T20130009558,1,Dry,1
T20130009562,1,Dry,1
T20130009565,1,Dry,1
T20130009577,1,Dry,1
T20130008731,1,Dry,1
T20130008765,2,Wet,1
T20130008772,1,Dry,0
T20130008781,1,Dry,1
T20130008820,2,Wet,1
T20130008831,1,Dry,1
T20130008844,1,Dry,1
T20130008855,1,Dry,1
T20130008885,9,Unk.,1
T20130008887,1,Dry,1
T20130008898,1,Dry,1
T20130008901,2,Wet,1
T20130008911,1,Dry,1
T20130008946,1,Dry,1
T20130008960,1,Dry,1
T20130008974,1,Dry,1
T20130008980,1,Dry,1
T20130008982,1,Dry,0
T20130008995,1,Dry,1
T20130008997,1,Dry,1
T20130009003,1,Dry,1
T20130009010,2,Wet,1
T20130009012,2,Wet,1
T20130009024,2,Wet,1
T20130009026,9,Unk.,1
T20130009031,2,Wet,1
T20130009052,1,Dry,1
T20130009075,1,Dry,1
T20130009082,1,Dry,1
T20130009111,1,Dry,1
T20130009157,1,Dry,1
T20130009196,2,Wet,1
T20130009216,1,Dry,1
T20130009228,2,Wet,1
T20130009235,1,Dry,1
T20130009246,1,Dry,1
T20130009248,1,Dry,1
T20130009282,1,Dry,1
T20130009305,1,Dry,1
T20130009308,1,Dry,1
T20130009322,9,Unk.,1
T20130009393,1,Dry,1
T20130009411,1,Dry,1
T20130009424,1,Dry,1
T20130009426,2,Wet,1
T20130009467,1,Dry,1
T20130009505,1,Dry,1
T20130009512,1,Dry,1
T20130009514,1,Dry,1
T20130009525,1,Dry,1
T20130009528,1,Dry,1
T20130009535,1,Dry,1
T20130009551,1,Dry,1
T20130009553,1,Dry,1
T20120013887,1,Dry,1
T20120013891,1,Dry,1
T20120013896,1,Dry,1
T20120013915,1,Dry,1
T20120013937,1,Dry,1
T20120013959,2,Wet,1
T20120013964,2,Wet,1
T20120013987,2,Wet,1
T20120014005,2,Wet,1
T20120014032,2,Wet,1
T20120014066,1,Dry,1
T20120014068,1,Dry,1
T20120014070,1,Dry,1
T20120014074,1,Dry,1
T20120014086,1,Dry,1
T20120014088,2,Wet,1
T20120014096,9,Unk.,1
T20120014104,1,Dry,1
T20120014147,1,Dry,1
T20120014186,1,Dry,1
T20120014199,1,Dry,1
T20120014208,1,Dry,1
T20120014241,2,Wet,1
T20120014258,1,Dry,1
T20120014266,1,Dry,1
T20120014316,2,Wet,1
T20120014327,2,Wet,1
T20120014331,2,Wet,1
T20120014333,2,Wet,1
T20120014342,1,Dry,1
T20120014343,1,Dry,1
T20120014357,2,Wet,1
T20120014359,2,Wet,1
T20120014364,2,Wet,1
T20120014396,2,Wet,1
T20120014396,3,Muddy,2
T20120014407,2,Wet,1
T20120014474,2,Wet,1
T20120014476,2,Wet,1
T20120014490,2,Wet,1
T20120014502,2,Wet,1
T20120014528,1,Dry,1
T20120014550,1,Dry,1
T20120014579,1,Dry,1
T20120014603,1,Dry,1
T20120014611,1,Dry,1
T20120014634,2,Wet,1
T20120014670,1,Dry,1
T20120014688,9,Unk.,1
T20120014712,2,Wet,1
T20120014727,1,Dry,1
T20120014757,1,Dry,1
T20120014124,1,Dry,1
T20120014126,1,Dry,1
T20120014130,2,Wet,1
T20120014166,2,Wet,1
T20120014182,1,Dry,1
T20120014184,1,Dry,1
T20120014195,1,Dry,1
T20120014202,2,Wet,1
T20120014210,1,Dry,1
T20120014215,1,Dry,1
T20120014297,2,Wet,1
T20120014310,2,Wet,1
T20120014323,2,Wet,1
T20120014392,2,Wet,1
T20120014398,2,Wet,1
T20120014405,1,Dry,1
T20120014410,1,Dry,1
T20120014414,1,Dry,1
T20120014416,2,Wet,1
T20120014424,2,Wet,1
T20120014426,2,Wet,1
T20120014437,2,Wet,1
T20120014439,2,Wet,1
T20120014459,2,Wet,1
T20120014478,2,Wet,1
T20120014506,1,Dry,1
T20120014558,9,Unk.,1
T20120014562,1,Dry,1
T20120014598,1,Dry,1
T20120014621,2,Wet,1
T20120014621,3,Muddy,2
T20120014658,1,Dry,0
T20120014672,1,Dry,1
T20120014686,2,Wet,1
T20120014698,1,Dry,1
T20120014716,1,Dry,0
T20120014721,1,Dry,1
T20120014733,1,Dry,1
T20120014770,1,Dry,1
T20120014778,1,Dry,1
T20120014790,1,Dry,1
T20120014801,1,Dry,1
T20120014869,1,Dry,1
T20120014880,1,Dry,1
T20120014903,1,Dry,1
T20120014905,1,Dry,1
T20120014926,1,Dry,1
T20120014930,1,Dry,1
T20120014944,1,Dry,1
T20120014992,1,Dry,1
T20120014994,1,Dry,1
T20120015033,9,Unk.,1
T20120015079,1,Dry,1
T20120015096,2,Wet,1
T20120015113,2,Wet,1
T20120015122,1,Dry,1
T20120015157,1,Dry,1
T20120015164,2,Wet,1
T20120015172,2,Wet,1
T20120015195,2,Wet,1
T20120015206,1,Dry,1
T20120015242,2,Wet,1
T20120015267,2,Wet,1
T20120015269,1,Dry,1
T20120015273,2,Wet,1
T20120015292,1,Dry,1
T20120015302,2,Wet,1
T20120015317,2,Wet,1
T20120015319,2,Wet,1
T20120015356,2,Wet,1
T20120015404,1,Dry,0
T20120015414,2,Wet,1
T20120015422,1,Dry,1
T20120015429,2,Wet,1
T20120015439,1,Dry,1
T20120015477,1,Dry,1
T20120015488,2,Wet,1
T20120015508,1,Dry,1
T20120015511,2,Wet,1
T20120015516,1,Dry,1
T20120015518,1,Dry,1
T20120015528,1,Dry,1
T20120015561,1,Dry,1
T20120015615,1,Dry,1
T20120015640,1,Dry,1
T20120015675,1,Dry,1
T20120015677,5,Icy,1
T20120015679,1,Dry,1
T20120015688,1,Dry,1
T20120015723,1,Dry,1
T20120015730,1,Dry,1
T20120015732,1,Dry,1
T20120015740,1,Dry,1
T20120015748,9,Unk.,1
T20120015762,1,Dry,1
T20120015769,1,Dry,1
T20120015771,1,Dry,1
T20120015777,1,Dry,1
T20120015781,1,Dry,1
T20120015783,1,Dry,1
T20120015793,1,Dry,1
T20120015795,5,Icy,1
T20120015806,1,Dry,1
T20120015830,3,Muddy,1
T20120015832,1,Dry,1
T20120015876,9,Unk.,1
T20120014759,9,Unk.,1
T20120014772,1,Dry,1
T20120014787,9,Unk.,1
T20120014807,1,Dry,1
T20120014817,2,Wet,1
T20120014849,1,Dry,1
T20120014894,1,Dry,1
T20120014896,9,Unk.,1
T20120014901,9,Unk.,1
T20120014946,2,Wet,1
T20120014948,1,Dry,1
T20120014973,1,Dry,1
T20120014975,1,Dry,1
T20120014989,1,Dry,1
T20120015000,1,Dry,1
T20120015052,1,Dry,1
T20120015081,1,Dry,0
T20120015083,1,Dry,1
T20120015108,2,Wet,1
T20120015111,2,Wet,1
T20120015131,1,Dry,1
T20120015161,2,Wet,1
T20120015215,1,Dry,1
T20120015217,2,Wet,1
T20120015220,2,Wet,1
T20120015220,3,Muddy,2
T20120015251,9,Unk.,1
T20120015278,2,Wet,1
T20120015286,2,Wet,1
T20120015308,2,Wet,1
T20120015311,9,Unk.,1
T20120015345,1,Dry,1
T20120015347,1,Dry,1
T20120015350,1,Dry,1
T20120015354,2,Wet,1
T20120015366,1,Dry,1
T20120015382,2,Wet,1
T20120015412,9,Unk.,1
